permutation,path,length
"[1, 2, 3, 4, 5, 36, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 6, 27, 28, 29, 30, 31, 32, 33, 34, 35, 26]",-f6.-f5.-f0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f0.-f5.-f6,14
"[1, 2, 3, 4, 25, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 28, 26, 27, 5, 29, 30, 31, 32, 33, 34, 35, 36]",-f8.-f10.-f7.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f7.-f10.-f8,14
"[1, 2, 3, 4, 5, 30, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 31, 32, 33, 34, 6, 36]",-r0.-f4.-f3.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f3.-f4.r0,16
"[1, 2, 27, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 3, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36]",r0.r0.-f10.-f8.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f8.-f10.-r0.-r0,16
"[1, 2, 3, 4, 5, 6, 30, 8, 9, 10, 11, 7, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 12, 31, 32, 33, 34, 35, 36]",-f5.-f4.-f8.-r2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r2.-f8.-f4.-f5,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 33, 29, 31, 32, 30, 34, 35, 36]",r2.-f4.-f6.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f6.-f4.-r2,14
"[1, 2, 11, 4, 3, 6, 7, 8, 9, 10, 5, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f6.r2.-f9.r2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-r2.-f9.-r2.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 27, 28, 35, 30, 31, 32, 33, 34, 26, 36]",-f10.-f8.-f10.-f2.-r0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r0.-f2.-f10.-f8.-f10,18
"[1, 2, 3, 4, 34, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 5, 36]",-f4.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f4,10
"[1, 2, 3, 33, 5, 6, 7, 8, 9, 10, 11, 4, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 12, 34, 35, 36]",r2.-f10.-f1.-r0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r0.-f1.-f10.-r2,16
"[5, 2, 3, 4, 8, 6, 7, 1, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f10.-f8.-f6.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f6.-f8.-f10,14
"[1, 2, 3, 4, 5, 6, 7, 29, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 8, 28, 27, 30, 31, 32, 33, 34, 35, 36]",-r2.-f1.-f6.-r2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r2.-f6.-f1.r2,16
"[1, 2, 8, 4, 5, 3, 7, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f10.-f6.-f5.-r0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r0.-f5.-f6.-f10,16
"[1, 2, 3, 4, 5, 6, 7, 8, 11, 10, 29, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 9, 30, 31, 32, 33, 34, 35, 36]",-f10.-f6.-f1.-f10.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f10.-f1.-f6.-f10,16
"[1, 2, 3, 4, 28, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 36, 29, 30, 31, 32, 33, 34, 35, 5]",-r2.-f4.-f1.-r0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r0.-f1.-f4.r2,16
"[36, 2, 3, 4, 5, 6, 7, 8, 1, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 9]",-f11.-r2.-f9.-f6.r2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-r2.-f6.-f9.r2.-f11,18
"[1, 26, 3, 4, 5, 6, 7, 8, 9, 10, 11, 2, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 12, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f8.-f3.r0.-f4.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f4.-r0.-f3.-f8,18
"[1, 2, 3, 4, 5, 6, 7, 8, 27, 10, 11, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 12, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f8.-f0.-r2.-f10.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f10.r2.-f0.-f8,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 27, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 35, 28, 29, 30, 31, 32, 33, 34, 11, 36]",-f0.-r2.-f10.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f10.r2.-f0,16
"[10, 2, 3, 4, 5, 6, 7, 8, 9, 25, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 1, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f10.-f0.-r2.-f10.-f7.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f7.-f10.r2.-f0.-f10,18
"[1, 32, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 35, 33, 34, 2, 36]",-f2.-r2.-f4.-f9.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f9.-f4.r2.-f2,16
"[1, 2, 3, 33, 5, 6, 7, 8, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 9, 34, 35, 36]",r2.-f10.-f3.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f3.-f10.-r2,16
"[1, 2, 3, 4, 5, 6, 30, 8, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 9, 31, 32, 33, 34, 35, 36]",-f6.-f2.-r2.-f4.-r0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r0.-f4.r2.-f2.-f6,18
"[1, 2, 3, 4, 5, 6, 7, 8, 25, 10, 11, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 12, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",r2.-f4.-f0.-f8.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f8.-f0.-f4.-r2,16
"[9, 2, 3, 4, 1, 6, 7, 8, 5, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f10.r2.-f8.-f10.-f8.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f8.-f10.-f8.-r2.-f10,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 33, 30, 31, 32, 36, 34, 35, 29]",-f10.-f8.r2.-f9.-f2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f2.-f9.-r2.-f8.-f10,18
"[1, 2, 3, 4, 5, 6, 7, 34, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 8, 29, 30, 31, 32, 33, 28, 35, 36]",-f10.-f2.-f0.-f10.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f10.-f0.-f2.-f10,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 34, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 11, 33, 35, 36]",-f10.-f1.r2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-r2.-f1.-f10,14
"[1, 2, 3, 12, 5, 6, 7, 8, 9, 10, 4, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",r0.-f8.-f4.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f4.-f8.-r0,14
"[1, 27, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 2, 26, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f8.-r2.-f2.-f0.-f10.-f7.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f7.-f10.-f0.-f2.r2.-f8,20
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 26, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 29, 27, 28, 10, 30, 31, 32, 33, 34, 35, 36]",r0.-f4.-f7.-f0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f0.-f7.-f4.-r0,16
"[28, 2, 3, 4, 5, 1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 6, 29, 30, 31, 32, 33, 34, 35, 36]",-f3.-f6.-f4.-f8.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f8.-f4.-f6.-f3,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 29, 26, 27, 28, 32, 30, 31, 25, 33, 34, 35, 36]",-f10.-f2.-f9.-r0.-f4.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f4.r0.-f9.-f2.-f10,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 33, 28, 29, 30, 31, 32, 26, 34, 35, 36]",-f0.r2.-f10.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f10.-r2.-f0,14
"[6, 1, 3, 4, 5, 2, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-r0.-f8.-f4.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f4.-f8.r0,14
"[12, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 26, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 1, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f8.-f3.-f1.-f4.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f4.-f1.-f3.-f8,16
"[31, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 33, 32, 1, 34, 35, 36]",-f2.r2.-f10.-f0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f0.-f10.-r2.-f2,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 28, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 11, 29, 30, 31, 32, 33, 34, 35, 36]",-f8.-f1.-r2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r2.-f1.-f8,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 35, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 10, 27, 28, 29, 30, 31, 32, 33, 34, 26, 36]",-r0.-f0.-f4.-f2.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f2.-f4.-f0.r0,16
"[1, 2, 3, 4, 10, 6, 7, 8, 9, 30, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 5, 31, 32, 33, 34, 35, 36]",-r2.-r2.-f10.-f7.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f7.-f10.r2.r2,16
"[1, 33, 3, 4, 5, 6, 7, 8, 9, 10, 2, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 11, 34, 35, 36]",-r2.-f2.-f9.-f0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f0.-f9.-f2.r2,16
"[1, 2, 11, 4, 5, 3, 7, 8, 9, 10, 6, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f10.-f6.-f5.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f5.-f6.-f10,16
"[1, 5, 3, 4, 8, 6, 7, 2, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f10.r2.-f8.-f6.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f6.-f8.-r2.-f10,16
"[1, 2, 3, 4, 34, 6, 7, 8, 9, 10, 11, 5, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 12, 35, 36]",-r0.-f10.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f10.r0,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 34, 29, 30, 31, 32, 33, 36, 35, 28]",-f1.-r2.-f4.-r0.-f10.r2.-f4.r0.-f10.r2.-f4.r0.r0.-f4.r2.-f1,16
"[1, 2, 3, 4, 5, 6, 7, 9, 33, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 8, 34, 35, 36]",-f6.-r0.-f3.-f1.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f1.-f3.r0.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 25, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 10, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]",-f6.r2.-f0.-f10.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f10.-f0.-r2.-f6,16
"[1, 2, 3, 4, 5, 28, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 34, 29, 30, 31, 32, 33, 6, 35, 36]",-f10.-f2.-f4.-f7.-f10.r2.-f4.r0.-f10.r2.-f4.r0.-f7.-f4.-f2.-f10,16
