permutation,path,length
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 11, 12, 24, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 10, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-f0.-f2.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f2.-f0.-f5,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 17, 12, 13, 14, 15, 16, 18, 11, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-r1.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.r1.-f6,14
"[1, 2, 3, 4, 5, 6, 7, 8, 14, 10, 11, 12, 13, 18, 15, 16, 17, 9, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f1.r1.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-r1.-f1,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 23, 11, 12, 13, 14, 15, 16, 10, 18, 19, 20, 21, 22, 17, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r1.-f6.-f7.-f5.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f5.-f7.-f6.-r1,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 19, 12, 13, 14, 11, 16, 17, 18, 15, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-r1.-f6.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f6.r1.-f4,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 19, 20, 23, 22, 18, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f3.-f6.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-f6.-f3,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 17, 18, 16, 20, 21, 19, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-f2.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-f2.-f4,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22, 19, 20, 18, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f4.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-f4.-r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 19, 14, 15, 16, 17, 18, 12, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r1.r1.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-r1.-r1,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 11, 22, 13, 14, 15, 16, 17, 18, 19, 20, 21, 10, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f4.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-f4.-f6,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 11, 12, 13, 14, 18, 16, 17, 10, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f2.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f2.-r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 11, 12, 14, 10, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f0.r1.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-r1.-f0,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17, 13, 14, 15, 16, 20, 18, 19, 12, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r1.-f4.-f5.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f5.-f4.-r1,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 11, 12, 13, 16, 15, 10, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f0.-r1.-f2.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f2.r1.-f0,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 24, 13, 14, 15, 16, 17, 18, 19, 20, 21, 12, 23, 22, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-f1.-r1.-f6.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f6.r1.-f1.-f4,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 14, 15, 16, 17, 24, 19, 20, 21, 22, 23, 13, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f5.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f5.-r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 22, 14, 15, 13, 17, 18, 19, 20, 21, 16, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f5.r1.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-r1.-f5.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 14, 10, 11, 9, 13, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f7.-f6.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-f6.-f7,14
"[1, 2, 3, 4, 5, 6, 7, 8, 17, 10, 11, 12, 13, 9, 15, 16, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.r2.-f6.-f0.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-f0.-f6.-r2.-f5,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 13, 11, 12, 21, 14, 15, 16, 17, 18, 19, 20, 10, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f5.-f4.-f1.-r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r1.-f1.-f4.-f5.r1,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 24, 14, 16, 17, 18, 19, 20, 21, 22, 23, 15, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f0.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-f0.-r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 23, 17, 16, 19, 20, 21, 22, 18, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-f1.-f0.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f0.-f1.-f4,16
"[1, 2, 3, 4, 5, 6, 7, 8, 19, 10, 11, 9, 13, 14, 15, 16, 17, 18, 12, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f3.-f4.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f4.-f3.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 15, 13, 14, 11, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f0.-f6.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f6.-f0.r1,14
"[1, 2, 3, 4, 5, 6, 7, 8, 15, 9, 11, 12, 13, 14, 10, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.r2.-f5.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f5.-r2.-f6,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 23, 13, 14, 15, 16, 17, 12, 19, 20, 21, 22, 18, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-f1.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f1.-f4,14
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 24, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 9, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.r1.-f0.-f6.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f6.-f0.-r1.-f4,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23, 16, 17, 15, 19, 20, 21, 22, 18, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f6.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f6.r1,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 17, 13, 14, 15, 16, 24, 18, 19, 20, 21, 22, 23, 12, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-f1.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-f1.-f5,14
"[1, 2, 3, 4, 5, 6, 7, 8, 16, 10, 11, 12, 13, 9, 15, 14, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f2.-f5.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f5.-f2.-f6,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 21, 18, 19, 17, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f4.-f7.-f3.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f3.-f7.-f4.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 24, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 10, 23, 22, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f4.-f0.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f0.-f4.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 17, 10, 12, 13, 14, 15, 16, 11, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f7.-f5.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f5.-f7,14
"[1, 2, 3, 4, 5, 6, 7, 8, 13, 10, 11, 12, 16, 14, 15, 9, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f7.r1.-f6.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f6.-r1.-f7,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 21, 15, 16, 17, 18, 14, 20, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r2.-f6.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f6.r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 21, 11, 12, 13, 14, 15, 16, 17, 10, 19, 20, 18, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f6.-f4.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-f4.-f6.-r2,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 22, 15, 16, 14, 18, 19, 20, 21, 17, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f6.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f6.-r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 14, 15, 16, 17, 23, 19, 20, 21, 22, 13, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f0.-f2.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f2.-f0.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 24, 20, 21, 22, 23, 18, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f2.-f0.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f0.-f2.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 14, 15, 16, 17, 20, 19, 13, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r2.-f4.-f5.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f5.-f4.r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 11, 12, 13, 21, 15, 16, 17, 18, 19, 20, 10, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f0.-r2.-f6.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f6.r2.-f0,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 12, 15, 14, 11, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.r1.-f1.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f1.-r1.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 13, 15, 16, 17, 14, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r1.r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r2.-r1,12
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 24, 13, 14, 15, 12, 17, 18, 19, 20, 21, 22, 23, 16, 25, 26, 27, 28, 29, 30, 31, 32]",-f7.r1.r1.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-r1.-r1.-f7,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 24, 17, 19, 20, 21, 22, 23, 18, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-f6.r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r2.-f6.-f5,14
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 20, 11, 12, 13, 14, 15, 16, 17, 18, 19, 9, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-r2.-f4.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-f4.r2.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 11, 12, 13, 14, 22, 16, 17, 18, 19, 20, 21, 10, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f4.r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r2.-f4.-f6,14
"[1, 2, 3, 4, 5, 6, 7, 8, 24, 10, 11, 12, 13, 14, 15, 16, 17, 18, 9, 20, 21, 22, 23, 19, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-f2.-f0.r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r2.-f0.-f2.-f5,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 14, 15, 20, 17, 18, 19, 13, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f4.-f5.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f5.-f4.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 17, 11, 12, 13, 10, 15, 16, 14, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f0.r1.-f2.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f2.-r1.-f0,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 19, 16, 17, 18, 22, 20, 21, 15, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f2.-f0.r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r2.-f0.-f2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 24, 11, 12, 13, 14, 15, 16, 10, 18, 19, 20, 21, 22, 23, 17, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f5,12
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 21, 19, 20, 22, 18, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-r2,12
"[1, 2, 3, 4, 5, 6, 7, 8, 10, 18, 11, 12, 13, 14, 15, 16, 17, 9, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r2.-f5.-f6.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f6.-f5.-r2,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 23, 16, 17, 18, 19, 20, 21, 22, 24, 15, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.r2.-f2.-f5.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f5.-f2.-r2.r1,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 24, 16, 17, 18, 19, 15, 21, 22, 23, 20, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-r1.-f3.-r1.r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r2.r1.-f3.r1.-f6,18
"[1, 2, 3, 4, 5, 6, 7, 8, 22, 10, 11, 12, 13, 14, 15, 16, 17, 18, 9, 20, 21, 19, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f4.-f2.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f2.-f4.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 18, 12, 13, 14, 15, 16, 11, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-r1.-f0.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.-f0.r1.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 12, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",r1.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-r1,12
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r2.-f5.-f6.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f6.-f5.r2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 20, 15, 16, 17, 18, 19, 23, 21, 22, 14, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f1.-f2.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f2.-f1,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 22, 16, 18, 19, 20, 21, 17, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f7.-f6.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f6.-f7,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 23, 13, 14, 15, 16, 17, 18, 19, 20, 12, 22, 21, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f2.-f4.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.-f4.-f2.r1,16
"[1, 2, 3, 4, 5, 6, 7, 8, 11, 10, 15, 12, 13, 14, 9, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f0.-r1.-f6.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f6.r1.-f0,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 15, 13, 12, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1,10
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 20, 17, 19, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-f6.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f6.-f5,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 16, 11, 12, 13, 14, 15, 22, 17, 18, 19, 20, 21, 10, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f2.-f7.-f5.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f5.-f7.-f2,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 23, 11, 12, 13, 14, 15, 16, 17, 18, 10, 20, 21, 22, 19, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.-r1.-f2.-f0.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f0.-f2.r1.-f5,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 19, 14, 15, 16, 13, 18, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f5.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f5,12
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 11, 12, 13, 14, 19, 16, 17, 18, 10, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f2.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f2,12
"[1, 2, 3, 4, 5, 6, 7, 8, 14, 10, 11, 12, 13, 15, 9, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f0.-r2.-f2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f2.r2.-f0,14
"[1, 2, 3, 4, 5, 6, 7, 8, 13, 10, 11, 12, 15, 14, 9, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.r2.-f5.r1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-r1.-f5.-r2.-f6,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 22, 19, 18, 21, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-r1.-f6.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f6.r1.-f4,16
"[1, 2, 3, 4, 5, 6, 7, 8, 22, 10, 11, 12, 13, 9, 15, 16, 17, 18, 19, 20, 21, 14, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f7.r2.-f2.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f2.-r2.-f7.-f6,18
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 16, 14, 13, 15, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f1.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f1.r1,12
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 23, 20, 21, 22, 18, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f6.-f2.-f0.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f0.-f2.-f6,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 21, 12, 13, 14, 15, 16, 11, 18, 19, 20, 17, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-f4.-f5.-f2.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f2.-f5.-f4,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 15, 19, 17, 18, 14, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f2.-r2.-f6.r1.-f2.r2.-f6.r1.-f2.r2.r2.-f2.r1,14
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 19, 12, 13, 11, 15, 16, 17, 18, 14, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f3.-f6.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.-f6.-f3.r1,16
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 20, 13, 14, 15, 16, 17, 18, 19, 23, 21, 22, 12, 24, 25, 26, 27, 28, 29, 30, 31, 32]",-r1.-f7.-r2.-f4.-f6.r1.-f2.r2.-f6.r1.-f2.r2.-f4.r2.-f7.r1,16
